Date,Title,URL
20-Oct,The Aussie Bird Count with BirdLife Shoalhaven,https://www.eventbrite.com.au/e/the-aussie-bird-count-with-birdlife-shoalhaven-tickets-1550261878009?aff=ebdssbdestsearch
21-Oct,Free sustainability coaching – Daintree,https://events.humanitix.com/free-sustainability-coaching-daintree?hxchl=mkt-sch
21-Oct,Free sustainability coaching – Rockhampton,https://events.humanitix.com/free-sustainability-coaching-rockhampton?hxchl=mkt-sch
21-Oct,"Aletta Boshoff - Women, sustainability and the power of connection",https://events.humanitix.com/aletta-boshoff-women-sustainability-and-the-power-of-connection?hxchl=mkt-sch
21-Oct,Energy and water home improvements - on a budget,https://events.humanitix.com/copy-of-reduce-your-energy-bills-and-create-a-comfortable-home?hxchl=mkt-sch
21-Oct,How nature boosts our health,https://events.humanitix.com/october-common-thread-nature-connection?hxchl=mkt-sch
21-Oct,Navigating Change,https://events.humanitix.com/navigating-change-cfp?hxchl=mkt-sch
21-Oct,The Community Plate - Gather & Grow: A Spring Event. Connecting People and Planting Change.,https://events.humanitix.com/tcp-gather-grow?hxchl=mkt-sch
21-Oct,Leader Evolution Program Series 3 - 2025,https://events.humanitix.com/leader-evolution-program-series-3-2025?hxchl=mkt-sch
21-Oct,"Lessons in Disaster, Warracknabeal, October 2025",https://www.eventbrite.com.au/e/lessons-in-disaster-warracknabeal-october-2025-tickets-1755383602609?aff=ebdssbdestsearch
21-Oct,Thriving  through Change: Making Disruption Work for You,https://www.eventbrite.com.au/e/thriving-through-change-making-disruption-work-for-you-tickets-1603771105549?aff=ebdssbdestsearch
21-Oct,Unlock Change with Motivational Interviewing - 1 day Workshop in Sydney,https://www.eventbrite.com/e/unlock-change-with-motivational-interviewing-1-day-workshop-in-sydney-tickets-1490234885659?aff=ebdssbdestsearch
21-Oct,Drive sustainable action and deliver corporate value,https://events.reutersevents.com/sustainability-europe
22-Oct,Keeping our birds safe in Town of Bassendean,https://events.humanitix.com/keeping-our-birds-safe-in-town-of-bassendean?hxchl=mkt-sch
22-Oct,Blend your own Herbal Tea,https://events.humanitix.com/blend-your-own-herbal-tea?hxchl=mkt-sch
22-Oct,Queensland's Power Puzzle,https://events.humanitix.com/queensland-power-puzzle?hxchl=mkt-sch
22-Oct,Report Launch: Modelling WA's emissions and energy pathway to align with 1.5C,https://events.humanitix.com/report-launch-modelling-wa-emissions-and-energy-pathway?hxchl=mkt-sch
22-Oct,Order of Australia Lecture - Go hard or go slow on climate change? What’s in the national interest?,https://events.humanitix.com/2024-order-of-australia-lecture-go-hard-or-go-slow-on-climate-change-what-s-in-the-national-interest?hxchl=mkt-sch
22-Oct,UNTOLD X StandardX: First Nations Fashion as a catalyst for change.,https://events.humanitix.com/fashion-yarn?hxchl=mkt-sch
22-Oct,Abbotsford Discovery Day,https://events.humanitix.com/abbotsford-discovery-day?hxchl=mkt-sch
22-Oct,Story of an Ecopreneur,https://www.eventbrite.com.au/e/story-of-an-ecopreneur-tickets-1740884635809?aff=ebdssbdestsearch
22-Oct,Sustainability in Construction Networking Event - Melbourne Build Expo 2025,https://www.eventbrite.co.uk/e/sustainability-in-construction-networking-event-melbourne-build-expo-2025-tickets-1295944457759?aff=ebdssbdestsearch
22-Oct,LUX VIP MELB : SIGNATURE : Rivergrass Room Networking Soirée,https://www.eventbrite.com.au/e/lux-vip-melb-signature-rivergrass-room-networking-soiree-tickets-1727271689119?aff=ebdssbdestsearch
22-Oct,Launceston Planetarium Shows - We Are Guardians,https://www.eventbrite.com.au/e/launceston-planetarium-shows-we-are-guardians-tickets-1732648611639?aff=ebdssbdestsearch
22-Oct,The Rise  of the Virtual Power Plant,https://www.eventbrite.com.au/e/the-rise-of-the-virtual-power-plant-tickets-1754230232849?aff=ebdssbdestsearch
22-Oct,Q&A with Simon Quilty,https://www.eventbrite.com.au/e/qa-with-simon-quilty-tickets-1727415679799?aff=ebdssbdestsearch
22-Oct,Ideas Exchange Breakfast: The future of Brisbane: Navigating risk and governance,https://www.governanceinstitute.com.au/events/e08670-ideas-exchange-breakfast-the-future-of-brisbane-navigating-risk-and-governance/
22-Oct,Open Office Hour | Sustainability Reporting Community of Practice,https://unglobalcompact.org.au/wp-content/uploads/2025/08/Email-banner-4.png.webp
22-Oct,Responsible Investor RI Asia,https://www.peievents.com/en/event/ri-asia/
22-Oct,GRI 102: Business action on climate impacts (1),https://us02web.zoom.us/webinar/register/WN_GdVTBQs7Q3yfPioyjlSL5w#/registration
23-Oct,Spokes and Sustainability: A New Vision for Canberra,https://events.humanitix.com/spokes-and-sustainability-a-new-vision-for-canberra?hxchl=mkt-sch
23-Oct,Book Launch and Seminar: Sustainability Law in Mining and Energy by Professor John A.P. Chandler,https://events.humanitix.com/book-launch-and-seminar-sustainability-law-in-mining-and-energy-by-professor-john-a-p-chandler?hxchl=mkt-sch
23-Oct,Grampians Teacher Environmental Networking Event: Connections to Country and Fauna,https://events.humanitix.com/grampians-teacher-environmental-networking-event-term42025?hxchl=mkt-sch
23-Oct,Follow your FOGO Tours - 14th and 23rd of October,https://events.humanitix.com/fogo25?hxchl=mkt-sch
23-Oct,Sustainable Concreting Formwork Workshop #2 - Register your interest,https://events.humanitix.com/sustainable-concreting-formwork-workshop-2-register-your-interest-mphsnjn7?hxchl=mkt-sch
23-Oct,2025 Changemaker Awards,https://events.humanitix.com/changemaker-awards-2025?hxchl=mkt-sch
23-Oct,A Second Chance - Book Launch,https://events.humanitix.com/a-second-chance-book-launch?hxchl=mkt-sch
23-Oct,Seeking Insurance for the Encroaching Apocalypse,https://events.humanitix.com/seeking-insurance-for-the-encroaching-apocalypse?hxchl=mkt-sch
23-Oct,Move. Improve. Remove.,https://www.eventbrite.com.au/e/move-improve-remove-tickets-1423205689529?aff=ebdssbdestsearch
23-Oct,Circular Economy Meetup + brainstorm for action,https://www.eventbrite.com.au/e/circular-economy-meetup-brainstorm-for-action-tickets-1744678984809?aff=ebdssbdestsearch
23-Oct,Drive Energy Projects with Impact – 1 Day Brisbane Training,https://www.eventbrite.com/e/drive-energy-projects-with-impact-1-day-brisbane-training-tickets-1649590703199?aff=ebdssbdestsearch
23-Oct,"Human Rights Working Group Meeting #4, 2025",https://www.responsibleinvestment.org/events-news/item/human-rights-working-group-meeting-4-2025
23-Oct,Webinar – Strategies for effective resilience & the power of AI,https://www.governanceinstitute.com.au/events/e09491-webinar-strategies-for-effective-resilience-the-power-of-ai/
23-Oct,Principles for Responsible and Effective Marine Carbon Dioxide Removal Development and Governance,https://hub.wri.org/events/2025/10/principles-responsible-and-effective-marine-carbon-dioxide-removal-development-and#register
23-Oct,Active CLO ETFs: Why and why now for institutional investors?,https://www.brighttalk.com/webcast/2163/652413?size=10&rank=-webcast_relevance&duration=0..&contentType=webcast&q=esg
24-Oct,Sustainability and Biodiversity Publishing Workshop,https://events.humanitix.com/writers-workshop?hxchl=mkt-sch
24-Oct,Breakfast with the Birds at Maranoa Botanic Gardens: Great Southern Bioblitz,https://events.humanitix.com/breakfast-with-the-birds-at-maranoa-botanic-gardens-great-southern-bioblitz?hxchl=mkt-sch
24-Oct,Systemic Renewal FREE Launch Party and Course Premiere,https://events.humanitix.com/systemic-renewal-launch-party?hxchl=mkt-sch
24-Oct,Green Music Australia: Canberra/Ngunnawal Meetup,https://events.humanitix.com/green-music-australia-canberra-2025?hxchl=mkt-sch
24-Oct,Social Sips X October Event - Social Club for Gen X (45+),https://www.eventbrite.com/e/social-sips-x-october-event-social-club-for-gen-x-45-tickets-1752276539299?aff=ebdssbdestsearch
24-Oct,3 Secrets to Attract Love Now Masterclass,https://www.eventbrite.com.au/e/3-secrets-to-attract-love-now-masterclass-tickets-1741528742349?aff=ebdssbdestsearch
24-Oct,Land Use Inequality: Melbourne's Ecological Future,https://www.eventbrite.com.au/e/land-use-inequality-melbournes-ecological-future-tickets-1657977217489?aff=ebdssbdestsearch
25-Oct,Imperfectly Sustainable Organic Gardening - Small Space Growing using Permaculture,https://events.humanitix.com/imperfectly-sustainable-organic-gardening-small-space-growing-using-permaculture-mvm2tnsz?hxchl=mkt-sch
25-Oct,Sewing Made Simple: Create Your Own Bag,https://events.humanitix.com/sewing-made-simple-create-your-own-bag?hxchl=mkt-sch
25-Oct,Reimagine Your Nature Strip,https://events.humanitix.com/transform-your-nature-strip?hxchl=mkt-sch
25-Oct,Sourdough Bread Workshop with Doug,https://events.humanitix.com/sourdough-bread-workshop-with-doug?hxchl=mkt-sch
25-Oct,Energy Efficiency Consultations - October,https://events.humanitix.com/energy-efficiency-consultations-october-w3qtxdqe?hxchl=mkt-sch
25-Oct,Insect Investigation - Great Southern Bioblitz (family friendly),https://events.humanitix.com/insect-investigation-great-southern-bioblitz-family-friendly?hxchl=mkt-sch
25-Oct,Insect Investigation - Great Southern Bioblitz (adults),https://events.humanitix.com/insect-investigation-great-southern-bioblitz-adults?hxchl=mkt-sch
25-Oct,YIMBY 'Continuous Hot Composting' Workshop - Saturday 25 October 2025,https://events.humanitix.com/yimby-continuous-hot-composting-workshop-saturday-25-october-2025?hxchl=mkt-sch
25-Oct,Dress for Success NSW & ACT (Sydney) Volunteer Information Session,https://events.humanitix.com/dress-for-success-nsw-and-act-sydney-volunteer-information-session-rvqkhuba?hxchl=mkt-sch
25-Oct,Climate Cafe,https://events.humanitix.com/climate-cafe-jnacb5vh?hxchl=mkt-sch
25-Oct,Youth for Climate Action,https://events.humanitix.com/youthforclimate?hxchl=mkt-sch
25-Oct,Country Change Expo Griffith,https://events.humanitix.com/country-change-expo-griffith?hxchl=mkt-sch
25-Oct,Country Change Expo Griffith Town Tour,https://events.humanitix.com/country-change-expo-griffith-town-tour?hxchl=mkt-sch
25-Oct,Stallholder Booking Country Change Expo Griffith,https://events.humanitix.com/stallholder-booking-country-change-expo-griffith?hxchl=mkt-sch
25-Oct,Griffith Connection Spring Fling @ Country Change Expo,https://events.humanitix.com/griffith-connection-spring-fling-country-change-expo?hxchl=mkt-sch
25-Oct,Women of Ironbark - second chance history walk,https://events.humanitix.com/women-of-ironbark-second-chance-history-walk?hxchl=mkt-sch
25-Oct,Peek into Permaculture Matters - Oct 2025,https://events.humanitix.com/peek-into-permaculture-matters-oct-2025?hxchl=mkt-sch
25-Oct,The Inward Collective - October,https://events.humanitix.com/the-inward-collective-svqe4qkm?hxchl=mkt-sch
25-Oct,On Purpose: Exploring What Matters Together,https://events.humanitix.com/on-purpose-exploring-what-matters-together?hxchl=mkt-sch
25-Oct,Future Council Outdoor Movie Screening,https://events.humanitix.com/future-council-outdoor-movie-screening?hxchl=mkt-sch
25-Oct,Heaps Good COP(31) - SA Convergence #3,https://events.humanitix.com/heaps-good-cop-31-sa-convergence-3?hxchl=mkt-sch
25-Oct,3 Secrets to Beat Burnout & Love Your Career,https://www.eventbrite.com.au/e/3-secrets-to-beat-burnout-love-your-career-tickets-1755581173549?aff=ebdssbdestsearch
25-Oct,Sustainable Building - Getting the Most out of a Small or Sloping Block,https://www.eventbrite.com.au/e/sustainable-building-getting-the-most-out-of-a-small-or-sloping-block-tickets-1429742541429?aff=ebdssbdestsearch
25-Oct,"Re-inhabiting Our Neighbourhood: Growing Food, Growing Connection",https://www.eventbrite.com.au/e/re-inhabiting-our-neighbourhood-growing-food-growing-connection-tickets-1568278225389?aff=ebdssbdestsearch
25-Oct,Christmas Waste Workshop with In Our Hands Family Farm,https://www.eventbrite.com.au/e/christmas-waste-workshop-with-in-our-hands-family-farm-tickets-1662037461789?aff=ebdssbdestsearch
25-Oct,DIY Textile Weaving and Wall Hangers with Henley Opportunity Shop,https://www.eventbrite.com.au/e/diy-textile-weaving-and-wall-hangers-with-henley-opportunity-shop-tickets-1759073178229?aff=ebdssbdestsearch
25-Oct,"""Kraut Fest"" - Fermenting Workshop - Easy Sauerkraut Event",https://www.eventbrite.com.au/e/kraut-fest-fermenting-workshop-easy-sauerkraut-event-tickets-1672165535129?aff=ebdssbdestsearch
25-Oct,Integrated Pest Management,https://www.eventbrite.com.au/e/integrated-pest-management-tickets-1653299797199?aff=ebdssbdestsearch
25-Oct,Burned Out To Balanced: Daily Practices To Live In Flow,https://www.eventbrite.com.au/e/burned-out-to-balanced-daily-practices-to-live-in-flow-tickets-1736149934189?aff=ebdssbdestsearch
26-Oct,Reclaiming  Ourselves: Why we don't hear what we need to know,https://www.eventbrite.co.uk/e/reclaiming-ourselves-why-we-dont-hear-what-we-need-to-know-tickets-1533459912879?aff=ebdssbdestsearch
28-Oct,WA Discussion Group: Women in Leadership,https://www.governanceinstitute.com.au/events/e08622-wa-discussion-group-women-in-leadership/
28-Oct,Unlocking synergies to streamline climate disclosure,https://us02web.zoom.us/webinar/register/WN_8jZ04TefRjWvvIzf2uSGCQ#/registration
28-Oct,The State of Climate Action in 2025,https://www.wri.org/events/2025/10/state-climate-action-2025#register
29-Oct,Wrap-up Session | Climate Ambition Accelerator,https://unglobalcompact.org.au/wp-content/uploads/2025/05/Wrap-up.png.webp
30-Oct,IFRS Sustainability Symposium,https://www.ifrssustainabilitysymposium.com/?utm_campaign=143181023-2025%20Sustainability%20Symposium&utm_medium=email&_hsenc=p2ANqtz--ngrbhDgYGd0ZDYYBao4tZsLiZHUn970ISSa9hUrrBkylIP1i65uVfgUyQWdN882Oqg6J4rAVPcDNUVq3i2jKRQmXEkg&_hsmi=118057907&utm_content=118057907&utm_source=hs_email
30-Oct,Handbook on Sustainable Ocean Plans: Launch of the Practitioners' Guide,https://www.wri.org/events/2025/10/handbook-sustainable-ocean-plans-launch-practitioners-guide#register
03-Nov,PRI Global Asset Owner Forum 2025,https://www.unpri.org/all-events-and-webinars/pri-global-asset-owner-forum-2025/13309.article
04-Nov,Sustainable Finance Policy Conference 2025,https://www.unpri.org/all-events-and-webinars/sustainable-finance-policy-conference-2025/13211.article
04-Nov,Investor-Company Forum 2025,https://www.unpri.org/all-events-and-webinars/investor-company-forum-2025/13323.article
05-Nov,APAC Governance Outlook 2026: Preparing Boards for the Year Ahead,https://www.governanceinstitute.com.au/events/e09517-apac-governance-outlook-2026-preparing-boards-for-the-year-ahead/
06-Nov,National Virtual Discussion Group - Not-for-Profit: Advisory Boards: Opportunity for NFPs,https://www.governanceinstitute.com.au/events/e08660-national-virtual-discussion-group-not-for-profit-advisory-boards-opportunity-for-nfps/
06-Nov,PRI in Person 2025,https://www.unpri.org/news-and-events/upcoming-events/pri-in-person-2025
06-Nov,PRI in Person,https://pip2025.unpri.org/saopaulo
07-Nov,NT Governance Forum 2025,https://www.governanceinstitute.com.au/events/e09368-nt-governance-forum-2025/
07-Nov,PRI in Person 2025 - PRI Side events,https://www.unpri.org/all-events-and-webinars/pri-in-person-2025-pri-side-events/13335.article
11-Nov,National Briefing: VIC Sustainability & Governance,https://www.governanceinstitute.com.au/events/e09466-national-briefing-vic-sustainability-governance/
12-Nov,National Briefing: NSW Sustainability & Governance,https://www.governanceinstitute.com.au/events/e09467-national-briefing-nsw-sustainability-governance/
12-Nov,GRI 102: Business action on climate impacts,https://us02web.zoom.us/webinar/register/WN_7LoEGq7CSk65HojYvlzYnQ#/registration
13-Nov,National Briefing: QLD Sustainability & Governance,https://www.governanceinstitute.com.au/events/e09468-national-briefing-qld-sustainability-governance/
26-Nov,Spotlight Session | Sustainability Reporting Community of Practice,https://unglobalcompact.org.au/wp-content/uploads/2025/08/Email-banner-3-1.png.webp
27-Nov,"Nature Working Group Meeting #4, 2025",https://www.responsibleinvestment.org/events-news/item/nature-working-group-meeting-4-2025
01-Dec,Corporate Disclosures 2025,https://www.corporatedisclosures.org/content/events/corporate-disclosures-2025/
03-Dec,Maximising the value of your 2025 reporting outputs,https://www.unpri.org/all-events-and-webinars/maximising-the-value-of-your-2025-reporting-outputs/13482.article
04-Dec,"Aotearoa Collaborative Working Group Meeting #4, 2025",https://www.responsibleinvestment.org/events-news/item/aotearoa-collaborative-working-group-meeting-4-2025
10-Dec,Peer Learning Session | Sustainability Reporting Community of Practice,https://unglobalcompact.org.au/wp-content/uploads/2025/08/Email-banner-6.png.webp
11-Dec,Responsible Investment Association Australasia AGM 2025,https://www.responsibleinvestment.org/events-news/item/responsible-investment-association-australasia-agm-2025
